N_VICTIMAS,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO,fecha_hora
1,AVENIDA,SUAREZ AV. y HERRERA,4,-58.3771,-34.6404,BICICLETA,CARGAS,2017-05-22 16:00:00
1,AVENIDA,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,-58.46,-34.6041,PEATON,PASAJEROS,2017-05-22 18:10:00
1,AVENIDA,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,-58.4338,-34.628,MOTO,CARGAS,2017-05-23 02:45:00
1,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,-58.4358,-34.6644,MOTO,OBJETO FIJO,2017-05-27 19:50:00
1,GRAL PAZ,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,-58.5217,-34.66,MOTO,SD,2017-05-24 14:15:00
1,CALLE,NUEVA YORK 3696,11,-58.5079,-34.598,PEATON,AUTO,2017-05-30 13:20:00
1,AVENIDA,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,-58.4918,-34.5823,AUTO,AUTO,2017-06-03 23:20:00
1,AVENIDA,CORRIENTES AV. y ECUADOR,3,-58.4078,-34.6043,MOTO,AUTO,2017-06-04 09:00:00
1,CALLE,CASCO 133,9,-58.5257,-34.6379,SD,SD,2017-06-04 12:50:00
1,AVENIDA,DE MAYO AV. y 9 DE JULIO AV.,1,-58.3815,-34.6091,PEATON,MOTO,2017-06-12 22:38:00
1,AVENIDA,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.3853,-34.5781,PEATON,CARGAS,2017-06-13 14:50:00
1,CALLE,FRAY JUSTO SANTAMARIA DE ORO 1930,14,-58.4293,-34.5845,MOTO,CARGAS,2017-06-17 23:45:00
1,CALLE,MEXICO y DEAN FUNES,3,-58.4066,-34.6178,MOTO,CARGAS,2017-06-19 16:26:00
1,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,-58.4953,-34.6449,PEATON,CARGAS,2017-06-22 10:15:00
1,AVENIDA,ENTRE RIOS AV. y BRASIL,4,-58.3909,-34.6293,PEATON,AUTO,2017-06-25 22:40:00
1,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.496,-34.6456,MOTO,CARGAS,2017-07-04 00:25:00
1,AVENIDA,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,-58.385,-34.587,PEATON,PASAJEROS,2017-07-05 12:49:00
1,AVENIDA,"TACUARI y GARCIA, MARTIN AV.",4,-58.3726,-34.6315,PEATON,PASAJEROS,2017-07-07 14:15:00
1,AVENIDA,RIVADAVIA AV. y MURGUIONDO,9,-58.5188,-34.6391,PEATON,MOTO,2017-07-09 07:30:00
1,CALLE,24 DE NOVIEMBRE 390,3,-58.411,-34.6152,PEATON,AUTO,2017-07-10 10:45:00
1,AVENIDA,PASEO COLON AV. y BRASIL AV.,1,-58.368,-34.6252,PEATON,PASAJEROS,2017-07-10 22:30:00
1,CALLE,"LEGUIZAMON, MARTINIANO 901",9,-58.5151,-34.6479,SD,AUTO,2017-07-13 12:05:00
1,GRAL PAZ,"CHIVILCOY AV. y PAZ, GRAL. AV.",11,-58.5193,-34.5917,PEATON,AUTO,2017-07-15 05:15:00
1,GRAL PAZ,"SUPERI y PAZ, GRAL. AV.",12,-58.4867,-34.5432,MOTO,SD,2017-07-15 13:00:00
1,AUTOPISTA,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.3827,-34.6228,PEATON,AUTO,2017-07-24 22:16:01
1,AUTOPISTA,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,-58.4363,-34.5497,PEATON,AUTO,2017-07-25 16:48:40
1,CALLE,"HUGO, VICTOR 2639",10,-58.5264,-34.6177,BICICLETA,CARGAS,2017-07-27 08:50:00
1,AVENIDA,"CORDOBA AV. y SALGUERO, JERONIMO",14,-58.4189,-34.5978,MOTO,AUTO,2017-08-06 08:00:00
1,AVENIDA,CABILDO AV. y NUÃ‘EZ,13,-58.4676,-34.5497,PEATON,PASAJEROS,2017-08-07 19:50:00
1,CALLE,"BONIFACIO, JOSE 2114",7,-58.4572,-34.6313,PEATON,AUTO,2017-08-08 12:10:00
1,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. 5400",14,-58.4241,-34.5621,BICICLETA,AUTO,2017-08-17 19:45:00
1,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,-58.3967,-34.6151,MOTO,OBJETO FIJO,2017-08-21 07:45:00
1,AVENIDA,"LACROZE, FEDERICO AV. y ZAPATA",13,-58.4454,-34.5708,PEATON,MULTIPLE,2017-08-23 10:00:00
1,AVENIDA,"IRIARTE, GRAL. AV. y ZAVALETA",4,-58.4006,-34.6511,PEATON,CARGAS,2017-08-24 01:10:00
1,AVENIDA,9 DE JULIO AV. y ESTADOS UNIDOS,1,-58.3811,-34.6185,PEATON,CARGAS,2017-08-25 09:00:00
1,CALLE,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,-58.4253,-34.5804,PEATON,PASAJEROS,2017-08-31 19:50:00
1,AVENIDA,DEL LIBERTADOR AV. y JARAMILLO,13,-58.4606,-34.544,MOTO,CARGAS,2017-09-01 11:30:00
2,GRAL PAZ,"PAZ, GRAL. AV. y MACHAIN",12,-58.4949,-34.548,OBJETO FIJO,AUTO,2017-09-02 04:53:08
1,AVENIDA,DIRECTORIO AV. y PORTELA,7,-58.4713,-34.6367,MOTO,AUTO,2017-09-04 21:00:00
1,AVENIDA,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.3705,-34.6019,PEATON,PASAJEROS,2017-09-06 14:15:00
1,CALLE,USPALLATA y PIROVANO,4,-58.4202,-34.6423,PEATON,CARGAS,2017-09-07 18:23:37
2,AUTOPISTA,AUTOPISTA 25 DE MAYO y VARELA AV.,7,-58.4581,-34.64,AUTO,OBJETO FIJO,2017-09-10 09:32:17
1,AVENIDA,SANTA FE AV. y MAIPU,1,-58.377,-34.5957,PEATON,PASAJEROS,2017-09-11 06:30:00
1,AVENIDA,ALVEAR AV. y DEL LIBERTADOR AV.,2,-58.391,-34.585,AUTO,OBJETO FIJO,2017-09-15 02:30:00
1,AVENIDA,PAVON AV. y TREINTA Y TRES ORIENTALES,5,-58.4218,-34.6309,MOTO,BICICLETA,2017-09-19 18:52:33
1,GRAL PAZ,"PAZ, GRAL. AV. 5750",12,-58.5139,-34.5808,MOTO,OBJETO FIJO,2017-09-20 22:24:00
1,AVENIDA,"VIEYTES y CRUZ, OSVALDO AV.",4,-58.3759,-34.6523,MOTO,AUTO,2017-09-22 07:02:09
1,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.473,-34.6625,MOTO,CARGAS,2017-10-02 15:55:33
1,AVENIDA,ALBARIÃ‘O y ARGENTINA AV.,8,-58.4686,-34.6722,PEATON,AUTO,2017-10-10 01:05:38
1,CALLE,"RAMIREZ DE VELASCO, JUAN 1211",15,-58.4425,-34.5919,MOTO,PASAJEROS,2017-10-12 14:40:28
1,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,-58.4662,-34.6793,MOTO,OBJETO FIJO,2017-10-13 06:12:20
2,AVENIDA,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,-58.48,-34.6815,AUTO,OBJETO FIJO,2017-10-14 06:15:00
1,AVENIDA,GALLO y CORDOBA AV.,2,-58.4119,-34.598,MOTO,MOTO,2017-10-16 07:45:00
1,CALLE,"ARANGUREN, JUAN F., DR. 611",6,-58.4403,-34.6135,PEATON,PASAJEROS,2017-10-17 12:30:00
1,AUTOPISTA,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9,-58.4716,-34.6493,MOTO,PASAJEROS,2017-10-26 19:15:15
1,AVENIDA,CHORROARIN y SAN MARTIN AV.,15,-58.4788,-34.5997,AUTO,CARGAS,2017-10-27 05:30:00
1,AVENIDA,"COSQUIN y ROCA, CNEL. AV.",8,-58.4655,-34.6937,MOTO,PASAJEROS,2017-10-30 14:00:00
1,AVENIDA,"ROCA, CNEL. AV. 3555",8,-58.4424,-34.6678,PEATON,PASAJEROS,2017-11-06 18:00:00
1,AVENIDA,WARNES AV. y PUNTA ARENAS,15,-58.4703,-34.5963,MOTO,CARGAS,2017-11-07 12:14:10
1,AVENIDA,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.4183,-34.6552,PEATON,PASAJEROS,2017-11-16 08:43:00
1,AVENIDA,MOSCONI GENERAL AV. y SAN NICOLAS,11,-58.5128,-34.5928,PEATON,CARGAS,2017-11-17 11:45:00
1,AVENIDA,"LAFUENTE AV. y PERON, EVA AV.",7,-58.4626,-34.6439,MOTO,OBJETO FIJO,2017-11-19 10:30:00
1,AVENIDA,"ROCA, CNEL. AV. y ESCALADA AV.",8,-58.4506,-34.68,AUTO,OBJETO FIJO,2017-11-19 22:30:00
1,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.3771,-34.6366,MOTO,PASAJEROS,2017-11-19 23:22:17
1,AVENIDA,"LA PLATA AV. y GOYENA, PEDRO AV.",6,-58.4272,-34.6251,PEATON,PASAJEROS,2017-11-23 19:45:00
1,CALLE,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,-58.4644,-34.6072,AUTO,PASAJEROS,2017-11-25 21:45:00
1,GRAL PAZ,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,-58.4706,-34.6984,AUTO,OBJETO FIJO,2017-11-26 06:45:00
1,CALLE,MAZA y DON BOSCO,5,-58.4168,-34.6122,MOTO,AUTO,2017-11-26 17:05:00
1,GRAL PAZ,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.5025,-34.6745,MOTO,AUTO,2017-11-28 11:15:00
1,AVENIDA,SAN JUAN AV. y LA RIOJA,3,-58.4071,-34.6244,PEATON,PASAJEROS,2017-11-29 10:45:00
1,AVENIDA,PASEO COLON AV. y MEXICO,1,-58.3695,-34.6148,PEATON,PASAJEROS,2017-11-30 12:20:00
1,AVENIDA,RIVADAVIA AV. y MIRALLA,9,-58.5114,-34.6393,PEATON,AUTO,2017-12-04 01:15:00
1,CALLE,VIEYTES y LUJAN,4,-58.3746,-34.6556,PEATON,PASAJEROS,2017-12-04 02:15:00
1,CALLE,CACHI y TRAFUL,4,-58.4115,-34.6507,BICICLETA,PASAJEROS,2017-12-06 17:30:00
2,AVENIDA,ROSARIO y LA PLATA AV.,6,-58.4286,-34.6183,MOTO,PASAJEROS,2017-12-11 02:00:00
1,AVENIDA,ENTRE RIOS AV. y CASEROS AV.,4,-58.3904,-34.6341,PEATON,PASAJEROS,2017-12-11 09:15:00
1,AVENIDA,RIVADAVIA AV. 6350,7,-58.4559,-34.6266,SD,MOTO,2017-12-12 21:25:41
1,GRAL PAZ,"PAZ, GRAL. AV. y HUMAITA",9,-58.5287,-34.646,AUTO,PASAJEROS,2017-12-17 09:02:00
1,GRAL PAZ,"GUALEGUAYCHU y PAZ, GRAL. AV.",11,-58.5204,-34.5941,MOTO,AUTO,2017-12-18 21:30:00
1,AVENIDA,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.389,-34.618,MOTO,AUTO,2017-12-20 04:31:27
1,AVENIDA,NAZCA AV. 365,7,-58.4707,-34.6277,PEATON,MOTO,2017-12-22 13:15:00
1,AVENIDA,"PERON, EVA AV. 5249",9,-58.482,-34.6597,PEATON,AUTO,2017-12-26 15:30:00
1,AVENIDA,SAN JUAN AV. y RINCON,3,-58.3954,-34.623,PEATON,MOTO,2018-01-01 22:50:00
1,CALLE,PERU 937,1,-58.3746,-34.619,BICICLETA,PASAJEROS,2018-01-03 16:40:00
1,AVENIDA,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",15,-58.4486,-34.604,PEATON,MULTIPLE,2018-01-05 10:12:00
1,AVENIDA,DEL LIBERTADOR AV. y MANZANARES,13,-58.4613,-34.5433,MOTO,MULTIPLE,2018-01-09 09:40:00
1,AVENIDA,PASEO COLON AV. 1019,1,-58.3691,-34.6195,PEATON,PASAJEROS,2018-01-09 22:30:00
1,CALLE,VALLE y BARCO CENTENERA DEL,6,-58.4406,-34.625,BICICLETA,PASAJEROS,2018-01-10 21:15:00
1,AUTOPISTA,AUTOPISTA PERITO MORENO KM. 0.6,9,-58.525,-34.636,AUTO,AUTO,2018-01-11 02:30:00
1,AVENIDA,"HUERGO, ING. AV. e INDEPENDENCIA AV.",1,-58.3666,-34.6169,MOTO,CARGAS,2018-01-12 17:50:00
1,AVENIDA,"PILCOMAYO y BROWN, ALTE. AV.",4,-58.3674,-34.6276,MOTO,MOTO,2018-01-14 02:00:00
1,CALLE,"CERVANTES y BELAUSTEGUI, LUIS, DR.",10,-58.4981,-34.6304,MOTO,CARGAS,2018-01-18 05:10:00
1,AVENIDA,"CALLAO AV. y LOPEZ, VICENTE",2,-58.3909,-34.5909,PEATON,PASAJEROS,2018-01-19 10:30:00
1,CALLE,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8,-58.4691,-34.6805,MOTO,PASAJEROS,2018-01-26 13:30:00
1,AVENIDA,CONGRESO AV. y GALVAN,12,-58.4866,-34.5679,MOTO,AUTO,2018-01-28 08:15:00
1,AVENIDA,"MORENO, PERITO AV. y RIVERA INDARTE AV.",7,-58.4407,-34.6508,PEATON,MOTO,2018-01-31 20:00:00
2,AVENIDA,AUSTRALIA AV. 2800,4,-58.3864,-34.6468,MOTO,PASAJEROS,2018-02-06 01:00:00
1,AVENIDA,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.3753,-34.5928,MOTO,CARGAS,2018-02-15 10:15:00
1,AVENIDA,SAN PEDRITO AV. y RIVADAVIA AV.,7,-58.4696,-34.6307,PEATON,AUTO,2018-02-17 04:15:00
1,CALLE,"ISABEL LA CATOLICA y SALVADORES, CNEL.",4,-58.3721,-34.6454,MOTO,CARGAS,2018-02-17 07:15:00
1,AVENIDA,LAS HERAS GENERAL AV. y CALLAO AV.,2,-58.3919,-34.5918,PEATON,PASAJEROS,2018-02-17 12:30:00
1,AUTOPISTA,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8,-58.4501,-34.6652,MOTO,CARGAS,2018-02-19 22:00:00
1,AVENIDA,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.4018,-34.6455,PEATON,PASAJEROS,2018-02-22 10:45:00
1,AVENIDA,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",4,-58.3744,-34.6397,MOTO,CARGAS,2018-02-24 00:00:00
1,CALLE,BARCO CENTENERA DEL y ROSARIO,6,-58.4411,-34.6208,MOTO,AUTO,2018-02-24 06:00:00
1,AVENIDA,ALVAREZ THOMAS AV. y DONADO,15,-58.4709,-34.5783,PEATON,CARGAS,2018-02-28 23:00:00
1,AVENIDA,AVELLANEDA AV. y BOYACA AV.,7,-58.4596,-34.6225,PEATON,AUTO,2018-03-04 22:30:00
2,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.4166,-34.6548,MOVIL,CARGAS,2018-03-09 04:45:00
1,CALLE,CASTRO y RONDEAU,5,-58.4191,-34.6372,PEATON,MOTO,2018-03-11 23:00:00
1,AVENIDA,"BILBAO, FRANCISCO AV. y AZUL",9,-58.4712,-34.6425,PEATON,CARGAS,2018-03-13 15:45:00
1,AVENIDA,NAZCA AV. y GAONA AV.,11,-58.4742,-34.6205,MOTO,AUTO,2018-03-15 18:00:00
1,AVENIDA,PLAZA y ALVAREZ THOMAS AV.,15,-58.4672,-34.5791,MOTO,MOTO,2018-03-20 01:30:00
1,AVENIDA,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11,-58.4691,-34.6178,MOTO,CARGAS,2018-03-28 10:15:00
1,AVENIDA,CABILDO AV. y AGUILAR,13,-58.447,-34.5689,PEATON,PASAJEROS,2018-04-02 13:00:00
1,AVENIDA,CAMARONES y LOPE DE VEGA AV.,10,-58.5054,-34.629,MOTO,CARGAS,2018-04-07 07:30:00
1,AVENIDA,SANTA FE AV. 2320,2,-58.4002,-34.5952,PEATON,PASAJEROS,2018-04-11 18:15:00
1,AVENIDA,RIVADAVIA AV. 6950,7,-58.4633,-34.6292,PEATON,PASAJEROS,2018-04-12 16:45:00
1,AVENIDA,SAN MARTIN AV. y ARGERICH,15,-58.4947,-34.5969,MOTO,AUTO,2018-04-13 23:15:00
1,AVENIDA,"CORDOBA AV. y URIBURU JOSE E., PRES.",2,-58.3987,-34.5998,PEATON,CARGAS,2018-04-18 18:45:00
2,AVENIDA,RIVADAVIA AV. 1571,1,-58.3887,-34.6089,PEATON,AUTO,2018-04-20 17:10:00
1,AUTOPISTA,,14,-58.3771,-34.6366,PEATON,AUTO,2018-04-21 22:15:00
1,CALLE,"FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13,-58.4569,-34.5731,PEATON,CARGAS,2018-04-27 11:00:00
1,AVENIDA,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,-58.4228,-34.6428,PEATON,PASAJEROS,2018-04-27 13:30:00
1,CALLE,BRANDSEN y PERDRIEL,4,-58.3867,-34.6395,MOTO,CARGAS,2018-04-27 18:43:00
1,AVENIDA,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11,-58.4912,-34.6121,MOTO,AUTO,2018-04-28 06:30:00
1,AVENIDA,ALBERTI e INDEPENDENCIA AV.,3,-58.401,-34.6187,PEATON,AUTO,2018-04-28 09:00:00
1,AVENIDA,ALVAREZ THOMAS AV. 879,13,-58.4545,-34.5792,AUTO,CARGAS,2018-04-30 07:00:00
1,GRAL PAZ,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-58.5293,-34.6393,PEATON,AUTO,2018-05-02 03:15:00
1,AVENIDA,CORRIENTES AV. y DORREGO AV.,15,-58.4476,-34.5917,PEATON,PASAJEROS,2018-05-08 19:00:00
1,AVENIDA,RIVADAVIA AV. y PEDERNERA,7,-58.4641,-34.6293,PEATON,PASAJEROS,2018-05-09 10:30:00
1,CALLE,QUESADA 2300,13,-58.4621,-34.554,PEATON,AUTO,2018-05-11 19:15:00
1,AVENIDA,CABILDO AV. y JURAMENTO AV.,13,-58.4567,-34.562,PEATON,PASAJEROS,2018-05-14 18:45:00
1,CALLE,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4,-58.3598,-34.6434,PEATON,AUTO,2018-05-15 21:15:00
1,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15,-58.4982,-34.5907,PEATON,PASAJEROS,2018-05-18 20:30:00
1,CALLE,SAN LUIS y AGUERO,3,-58.4106,-34.5994,MOTO,AUTO,2018-05-20 02:30:00
1,CALLE,LUGONES 2430,12,-58.4797,-34.5712,PEATON,BICICLETA,2018-05-22 11:15:00
1,AVENIDA,INDEPENDENCIA AV. y JUJUY AV.,3,-58.4035,-34.6188,MOTO,AUTO,2018-05-29 07:30:00
1,AVENIDA,RIVADAVIA AV. 11050,9,-58.5197,-34.6392,PEATON,PASAJEROS,2018-06-02 13:00:00
1,CALLE,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3,-58.3931,-34.6216,MOTO,PASAJEROS,2018-06-03 03:30:00
1,AVENIDA,CORDOBA AV. y THAMES,15,-58.4353,-34.5908,MOTO,AUTO,2018-06-03 06:30:00
1,AVENIDA,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5,-58.4118,-34.6304,MOTO,OTRO,2018-06-08 06:20:00
1,AVENIDA,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.3705,-34.6019,PEATON,PASAJEROS,2018-06-08 12:50:00
1,CALLE,ESTADOS UNIDOS y PICHINCHA,3,-58.3988,-34.6196,MOTO,MOTO,2018-06-10 11:15:00
1,CALLE,ROSARIO y BARCO CENTENERA DEL,6,-58.4411,-34.6208,PEATON,CARGAS,2018-06-14 01:00:00
1,AVENIDA,"ALEM, LEANDRO N. AV. y VIAMONTE",1,-58.3709,-34.5995,PEATON,PASAJEROS,2018-06-16 21:15:00
1,AVENIDA,VARELA AV. y PRIMERA JUNTA,7,-58.4586,-34.6395,AUTO,CARGAS,2018-06-25 01:15:00
1,CALLE,"PELLEGRINI, CARLOS y JUNCAL",1,-58.3816,-34.5928,MOTO,CARGAS,2018-06-26 17:30:00
1,AVENIDA,"CORRIENTES AV. y LACROZE, FEDERICO AV.",15,-58.4551,-34.587,PEATON,PASAJEROS,2018-06-28 11:00:00
1,AVENIDA,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4,-58.3772,-34.6297,PASAJEROS,AUTO,2018-06-29 16:15:00
1,AVENIDA,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7,-58.4555,-34.6293,MOTO,AUTO,2018-07-01 09:00:00
1,AVENIDA,CORDOBA AV. 2215,2,-58.399,-34.5995,BICICLETA,PASAJEROS,2018-07-04 21:45:00
1,CALLE,"ESTADOS UNIDOS y URQUIZA, GRAL.",3,-58.4092,-34.6213,MOTO,PASAJEROS,2018-07-07 15:45:00
1,AVENIDA,"MORENO y HUERGO, ING. AV.",1,-58.3673,-34.611,MOTO,CARGAS,2018-07-10 17:50:00
1,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8,-58.4827,-34.6845,MOTO,CARGAS,2018-07-11 13:15:00
1,AVENIDA,"IRIARTE, GRAL. AV. 3400",4,-58.3955,-34.6517,PEATON,CARGAS,2018-07-11 15:45:00
1,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 2968",7,-58.4694,-34.6338,AUTO,CARGAS,2018-07-14 06:04:00
1,AVENIDA,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,-58.4037,-34.5813,PEATON,AUTO,2018-07-15 07:30:00
1,CALLE,"CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-58.5293,-34.6501,AUTO,CARGAS,2018-07-16 09:30:00
1,CALLE,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,-58.4092,-34.6213,AUTO,CARGAS,2018-07-16 23:15:00
1,CALLE,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-58.4126,-34.5947,PEATON,AUTO,2018-07-21 06:15:00
1,GRAL PAZ,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,-58.5088,-34.6698,PEATON,CARGAS,2018-07-23 07:15:00
1,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.5123,-34.659,PEATON,AUTO,2018-07-25 22:22:00
1,AVENIDA,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7,-58.4474,-34.6457,PEATON,MULTIPLE,2018-07-29 06:30:00
1,AVENIDA,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-58.4944,-34.6587,MOTO,CARGAS,2018-08-01 15:53:00
1,GRAL PAZ,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.4798,-34.6915,MOTO,CARGAS,2018-08-02 05:20:00
1,AVENIDA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-58.3652,-34.6226,PEATON,CARGAS,2018-08-03 07:25:00
2,AVENIDA,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.3912,-34.627,MOTO,PASAJEROS,2018-08-03 18:16:00
1,AVENIDA,DIRECTORIO AV. y GUARDIA NACIONAL,9,-58.4902,-34.6502,PEATON,PASAJEROS,2018-08-10 21:44:00
1,AVENIDA,PAVON AV. y COLOMBRES,5,-58.4164,-34.6302,PEATON,PASAJEROS,2018-08-15 19:20:00
1,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007,-34.5498,MOTO,CARGAS,2018-08-17 16:36:00
1,AVENIDA,PICHINCHA AV. y BRASIL,4,-58.3963,-34.6304,PEATON,PASAJEROS,2018-08-17 17:56:00
1,AVENIDA,27 DE FEBRERO AV. y PERGAMINO,8,-58.4328,-34.6705,MOTO,AUTO,2018-08-18 10:34:00
